ID,EN Title,EN Keywords,References
co01347,Daniel sees the vision as his friends pray.,mystery; secret; mercy,DAN02
co01348,Daniel with his three friends,"Hananiah, Mishael; Azariah",DAN02
co01349,Daniel tells Nebuchadnezzar the meaning of his vision.,interpretation; reveal,DAN02
co01350,Daniel tells Nebuchadnezzar the meaning of his vision.,statue; shattered,DAN02
co01351,The Babylonian astrologers denounce the Jews.,malicious; accuse,DAN03
co01352,Daniel comes to his three friends.,Shadrack; Meshach; Abednego,DAN02
co01353,A Babylonian astrologer denounces the Jews.,malicious; accuse,DAN03
co01354,Nebuchadnezzar's golden statue,worship; assembly; dedication,DAN03
co01355,The Babylonian astrologers report the Jews to the king.,accuse; malicious,DAN03
co01356,"Shadrach, Meshach and Abednego meet with King Nebuchadnezzar.",rage; summon; command,DAN03
co01357,The people bow to the statue except for the three Jews.,idol; worship; refuse,DAN03
co01358,Nebuchadnezzar goes into a rage.,furious,DAN03
co01359,Nebuchadnezzar's gold statue,worship; assembly; dedication,DAN03
co01360,"Shadrach, Meshach and Abednego are thrown into a fiery furnace.",flames; bound,DAN03
co01361,Nebuchadnezzar is amazed.,exclaim; astonished,DAN03
co01362,"In the furnace are Shadrach, Meshach, Abednego and one more person.",unbound; unharmed,DAN03
co01363,Daniel interprets the dream of a tree being cut down.,alarm; destroy; stump,DAN04
co01364,"Nebuchadnezzar calls Shadrach, Meshach and Abednego to come out of the furnace.",fire,DAN03
co01365,Daniel interprets Nebuchadnezzar's dream.,interpretation; reveal,DAN02
co01366,Nebuchadnezzar eating grass,beasts; oxen; eagle; dew,DAN04
co01367,King Nebuchadnezzar walks in the palace garden.,residence; majesty; pride,DAN04
co01368,Nebuchadnezzar in the grass on his knees,eating; insane; restored,DAN04
co01369,Nebuchadnezzar is restored to the throne.,honor; glorify; splendor,DAN04
co01370,The people at Belshazzar's feast are startled.,bewildered; alarmed; perplexed; king; nobles,DAN05
co01371,Daniel before Darius,summon; appoint,DAN06
co01372,The people see words appear on the wall.,finger; hand; inscription,DAN05
co01373,Persian officials,administrators; presidents; princes,DAN06
co01374,Persian officials approach Darius,ordinance; decree; document,DAN06
co01375,The guests see writing appear on the wall.,finger; hand; inscription,DAN05
co01376,Daniel is watched while he prays.,petition; trap; spy,DAN06
co01377,Persian officials denounce Daniel to Darius.,reported; king; administrators; den; lions,DAN06
co01378,Daniel is arrested.,order; command; den; lions,DAN06
co01379,Darius is distressed by the accusation against Daniel.,decree; deliver; sundown; rescue; predicament,DAN06
co01380,Daniel is lowered into the lions' den.,punish; decree,DAN06
co01381,The lions' den is covered with a stone.,sealed; signet; ring,DAN06
co01382,Darius is unable to sleep.,fasting,DAN06
co01383,Darius hurried to the lions' den.,dawn; daybreak; stone,DAN06
co01384,Darius calls to Daniel.,anguish; miracle; lions,DAN06
co01385,Daniel is in the lions' den.,innocent; angel,DAN06
co01386,Daniel is in the lions' den.,innocent; angel,DAN06
co01387,Darius orders the officials be thrown to the lions.,families; children; wives; overpowered; eaten; den,DAN06
co01388,Darius stands with Daniel before the crowd.,promote; rescue; kingdom,DAN06
co01389,gardens at the royal palace,Darius,DAN
co01390,"Shadrach, Meshach and Abednego pray in the furnace.",bound; unharmed; fire,DAN06
co01391,Hosea and his wife Gomer,prostitute; adultery; prophet,HOS
co01392,Hosea is with crying children.,unfaithful; disgrace; compassion; father,HOS02
co01393,Hosea talks to a man.,prophesy; brothers,HOS02
co01394,A lover leaves Gomer.,prostitute; unfaithful,HOS02
co01395,A money lender talks to Gomer.,sale; slave,HOS03
co01396,Gomer gets sold as a slave.,shekels; silver; barley,HOS03
co01397,Hosea puts his arm around Gomer.,redeem; wife; love,HOS03
co01398,Hosea watches his children hug Gomer.,mother; wife,HOS03
co01399,Hosea talks to the people.,mourn; destroy; repentance,HOS04
co01400,Joel and a plague of locusts,,JOL
co01401,Amos looks at a plumb line.,construction,AMO07
co01402,market: selling the poor people for sandals,merchant; slavery,AMO02
co01403,The people worship an idol of a golden calf.,idolatry,AMO04
co01404,Amos talks to the people.,prophesy; exile; Israel,AMO07
co01405,Obadiah tells a prophesy.,destruction; Edom; deliverance; Israel,OBA
co01406,Jonah runs away.,flee; Tarshish; Joppa,JON01
co01407,Jonah finds a ship to Tarshish.,Joppa,JON01
co01408,Jonah rejects the Lord's command.,flee; disobey,JON01
co01409,Jonah pays to board the ship.,fare,JON01
co01410,The ship encounters a violent storm.,wind; cargo; tempest,JON01
co01411,The ship's captain wakes Jonah.,sleep; awaken; pray,JON01
co01412,A sailor accuses Jonah.,responsible; calamity,JON01
co01413,The ship is sinking in the storm.,tempest; waves,JON01
co01414,Jonah falls into the sea. A fish approaches him.,over-board; calm; whale,JON01
co01415,Jonah is spit out on the shore.,vomit; beach; Ninevah,JON02
co01416,The sailors watch a fish approach Jonah.,swallow; whale,JON01
co01417,Jonah goes to Nineveh.,journey,JON03
co01418,The Ninevites believe Jonah's message.,repent; sackcloth; ashes,JON03
co01419,The Ninevites pray and repent.,sackcloth; ashes,JON03
co01420,Jonah preaches to the Ninevites.,repent; sackcloth; ashes,JON03
co01421,The king of Nineveh hears Jonah's message.,sackcloth; ashes; royal; repent,JON03
co01422,Jonah waits under a vine.,plant; protected,JON04
co01423,Jonah suffers when the vine withers.,worm; chewed; attacked,JON04
co01424,Jonah is angry with God.,death; displeased,JON04
co01425,Micah reaching out to a little boy.,Moreshite; prophet,MIC
co01426,a sword,weapon,ZEP02
co01427,a man in a chariot with a spear,pursue; avenge; warrior,NAM
co01428,a child with a palm leaf,hosannah,ZEC
co01429,Habakkuk,prophet; vision,HAB
co01430,a temple,house; Jerusalem,HAG02
co01431,Malachi speaks warnings to the people.,prophet; Judah,MAL03
co01432,Malachi with a staff,warn; prophet,MAL03
co01433,"canoe, round boats",lake; oars,
co01434,The Levites carry the covered ark.,priests,EXO35; NUM04; DEU31
co01435,sailing ships and oars,triremes,
co01436,the ark on a table,priests,
co01437,a sailing ship,,
co01438,a funeral procession to a cave,mourners; burial,
co01439,a camel caravan with the riders under a canopy,travel; journey; desert,
co01440,A house is being built.,builders; wood,
co01441,Travellers are loading cargo on a camel.,travel; journey,
co01442,a ship with lateen sails,voyage,
co01443,"a camp site, people and animals",settlement; pitched,
co01444,"a caravan, camels and donkey",spices; stones; gold; entourage,
co01445,a campsite for a family and their animals,settlement; dwelling,
co01446,a camp site and palm trees,plains; tent,
co01447,a city with wall,gate,
co01448,city walls under attack,spears; shields; warriors,
co01449,an open city gate and a market,merchants; traders,
co01450,a closed city gate,guard,
co01451,dancing women,celebration,
co01452,an open city gate and a market,merchants; traders,
co01453,men on camels chase a fugitive,attack; shields; warriors,
co01454,Some men steal grain.,sacks; robbers,
co01455,a mother and her daughter,prepare; meal,
co01456,A farmer ploughs with oxen.,yoke; grain,
co01457,The camp is attacked.,torches; swords; camels; tents,
co01458,a sower plows with oxen,yoke; grain; farm,
co01459,a farmyard,cattle; lambs; ducks; farmer,
co01460,Workers take sheaves of grain home.,mule; gleaners; harvest,
co01461,harvesting grain,gleaner; sicle,
co01462,women sift the grain,harvest,
co01463,oxen threshing grain,yoke; harvest; farm,
co01464,some scrolls,scripture,
co01465,winnowing and gathering grain,farm; harvest,
co01466,a house and a family,cow; chores,
co01467,The family cooks a meal inside their home.,grinding; fire pit,
co01468,a hunter with his bow and arrow,archer,
co01469,An archer pulls the bow and arrow with his feet.,hunter,
co01470,hunting deer with spears,buck,
co01471,A lion is attacked using a sling shot.,stone; aim,
co01472,a settlement,homes; cattle; courtyard,
co01473,People worship an idol of a bird.,idolatry; altar; shrine; god,
co01474,People worship an idol of a lion.,idolatry; shrine; temple; god,
co01475,People bring offerings to an idol of Baal in the woods.,idolatry; altar; shrine,
co01476,People worship an idol of a dog.,idolatry; altar; shrine; god,
co01477,The idols are destroyed.,burn; smash; soldiers,
co01478,The family gathers around the table.,father; meal; serve,
co01479,lamps and a torch,oil,
co01480,a scale for weighing goods,balance; merchant,
co01481,a musical instrument: trumpet,music; ram's horn,
co01482,a musical instrument: cymbals,music,
co01483,a musical instrument: harp,music; lyre,
co01484,a musical instrument: tambourine,music; timbrel,
co01485,A lion threatens a flock.,shepherd; sheep; staff,
co01486,Shepherds use spears and a slingshot to attack a lion.,protect; flock; staff,
co01487,shepherds and wolves,protect; flock; sheep; rod,
co01488,a soldier in armor on a horse,sword; helmet; shield,
co01489,Shepherds bring the sheep to drink at a river.,flocks; staff,
co01490,herding cattle,spear; flock; horse,
co01491,A man picks dates from the palm tree.,harvest; fronds; fruit,
co01492,The priest is in the temple by the altar.,sacrifice; ephod; worship,
co01493,"thieves, robbery",travelers; beaten,
co01494,date palm trees,fronds; branches; fruit,
co01495,weaving cloth on upright loom,spindle; silk; wool,EXO35
co01496,A girl draws water from the well.,jug; urn,
co01497,Women draw water from a large well.,community; jug; urn,
co01498,The priest sacrifices at the altar.,fire; ephod; lamb,
co01499,Three women gather manna.,wilderness; daily; food,
co01500,Two women gather manna.,wilderness; daily; food,
co01501,Travellers on camels speak with the shepherds.,travel; journey; wilderness,
co01502,A farmer sows seed.,sower; palms; spring,
dh00001,an olive press,,EXO22; MIC06; JOL02
dh00002,a raven,black; bird,GEN08; DEU14; 1KI17; JOB38; PRO30; PSA147; ISA34; LUK12
dh00003,a sponge,,MAT27; MRK15; JHN19
dh00004,a viper,snake,ACT28
dh00005,an elephant,tusks; ivory,EZK17; 1KI10; REV18
dh00006,a Roman millstone,grind; grain,LAM05; ISA47; MRK09; LUK17;REV18
dn00401,An angel visits Mary.,annunciation; Gabriel,LUK01
dn00402,All Jews must register for the census.,Caesar; Augustus; Roman,LUK02
dn00403,The shepherds listen to John the Baptist,wilderness; preach; repentence,MAT03; MRK01
dn00404,The shepherds bow and worship Jesus.,adore; glorify; prayer,LUK02
dn00405,Jesus is on the highest point of the temple.,temptation; pinnacle,MAT04; LUK04;
dn00406,John the Baptist speaks to shepherds,wilderness; preach; repentence,MAT03; MRK01
dn00407,Jesus comes to John the Baptist.,baptize; Jordon; river,MAT03; MRK01; LUK03
dn00408,John the Baptist baptizes Jesus,Jordon; river,MAT03; MRK01; LUK03
dn00409,The shepherds bow and worship Jesus.,adoration; glorify,LUK02
dn00410,"Jesus, a dove and John the Baptist",baptize; Jordon; beloved,MAT03; MRK01; LUK03
dn00411,Children and their mothers approach Jesus.,blessed,MAT19; MRK10; LUK18
dn00412,The disciples rebuke the children and their mothers.,scold,MAT19; MRK10; LUK18
dn00413,The children are blessed by Jesus.,,MAT19; MRK10; LUK18
dn00414,A woman pours perfume on Jesus.,ointment; flask; alabaster; Bethany; spikenard,MAT26; MRK14
dn00415,Jesus and his parents enter Jerusalem for Passover.,Mary; Joseph; twelve,LUK02
dn00416,Twelve year old Jesus spends time with the teachers.,teach; Jerusalem; Passover,LUK02
dn00417,Zacchaeus gets down from the tree.,Jesus; sycamore; fig; crowds,LUK19
dn00418,The Sermon on the Mount,beatitudes,MAT04
dn00419,A man leaves his gift at the altar and reconciles with his brother.,reconciliation; relationship,MAT05
dn00420,A man in prison is unreconciled with his accuser.,adversary; judge,MAT25
dn00421,A man gives away his cloak as well as his tunic.,sue; enemy; persecute,MAT05
dn00422,God sends rain on the righeous and the unrighteous.,justice; love,MAT05
dn00423,A man prays in public to be seen.,pride; alms; synagogue; hypocrite,MAT06
dn00424,A man prays privately in his room.,secret; chamber,MAT06
dn00425,wild flowers in the field,lilies,MAT06
dn00426,birds of the air,feed,MAT06
dn00427,A father gives his son some bread.,provision,MAT07; LUK11
dn00428,Pharisees ask which is the greatest commandment.,love; soul; mind; neighbour,MAT22; MRK12
dn00429,Jesus drives merchants out of the temple.,merchandise; tables; whip; thieves,MAT21; MRK11; LUK19; JHN02
dn00430,A rich man gives a large temple offering.,abundance; treasury,MRK12; LUK21
dn00431,A poor widow gives her offering in the temple.,treasury; denarius; coin,MRK12; LUK21
dn00432,Jesus sees a poor widow give her offering in the temple.,treasury; denarius; coin,MRK12; LUK21
dn00433,Jesus speaks to a Samaritan woman at the well.,thirst; Sychar; Messiah,JHN04
dn00434,Jesus heals a leper.,miracle; cleansed,MAT08; MRK01; LUK05; LUK17;
dn00435,Jesus calms a storm.,command; peace,MAT08; MRK04; LUK08
dn00436,Jairus kneels before Jesus.,plead; daughter,MRK05
dn00437,Jesus heals Jairus' daughter.,alive; healed,MRK05
dn00438,A woman touches the fringe of Jesus' cloak.,bleed; garment; miracle,MRK05
dn00439,The disciples row a boat in a storm.,perish; drown,MAT08; MRK04; LUK08
dn00440,Jesus walks on water to the boat.,peace; ghost,MAT14; JHN06
dn00441,feeding the 4000: Jesus heals the people.,seven; loaves; fishes; hungry,MAT15; MRK08
dn00442,feeding the 4000: Jesus gives thanks for the food.,seven; loaves; fishes; hungry,MAT15; MRK08
dn00443,feeding the 4000: The disciples collect baskets of leftovers.,seven; loaves; fishes; hungry,MAT15; MRK08
dn00444,A paralyzed man is lowered through a roof.,Jesus; friends; crowd,LUK05
dn00445,The healed man carries his mat.,Jesus; roof; friends; paralyzed,LUK05
dn00446,Jesus heals a blind man.,mud; miracle; spit; Bethsaida,MRK08
dn00447,Jesus heals a blind man.,mud; miracle; spit; Bethsaida,MRK08
dn00448,Jesus heals a blind man.,mud; miracle; spit; Bethsaida,MRK08
dn00449,A funeral procession: Jesus raised a widow's son.,Nain; compassion; mother; youth,LUK07
dn00450,Jesus raises a widow's son. The dead man sits up.,Nain; compassion; mother; youth,LUK07
dn00451,Jesus heals on the Sabbath.,Pharisees,LUK13
dn00452,Ten lepers are healed. One returns to give thanks.,outcast; miracle; leprosy; thanksgiving,LUK17
dn00453,At a wedding in Cana Jesus turns water into wine.,first; celebration; miracle; marriage,JHN02
dn00454,An official is told his son is healed.,miracle; royal; Galilee; fever,JHN04
dn00455,An official asks Jesus to heal his son.,miracle; royal; Galilee; fever,JHN04
dn00456,Jesus heals a blind man.,mud; parents; miracle; spit; Pool of Siloam,JHN09
dn00457,Jesus heals a blind man.,mud; parents; miracle; spit; Pool of Siloam,JHN09
dn00458,Lazarus is raised from the dead. Mary falls at Jesus' feet.,resurrection,JHN11
dn00459,Lazarus is raised from the dead. Lazarus leaves the tomb.,resurrected; grave; stone; bound,JHN11
dn00460,A Pharisee and a tax collector enter the temple.,Pharisee; tax collector,LUK18
dn00461,The tax collector prays humbly.,Pharisee; temple,LUK18
dn00462,The Pharisee prays proudly.,pride,LUK18
dn00463,Parable of an unforgiving servant: A servant begs for mercy.,parable,MAT18
dn00464,Parable of an unforgiving servant: A forgiven servant punishes another servant.,unmerciful; silver; debt; begs,MAT18
dn00465,Parable of an unforgiving servant: The master is angry.,wicked; punishes; jail,MAT18
dn00466,Parable of an unforgiving servant: The servant is put in jail.,unmerciful; wicked; punishes; jail,MAT18
dn00467,A man is robbed of his earthly treasures.,Samaritan; robbers,MAT06
dn00468,Two houses are built. One is on a rock and the other is on the sand.,foundation,LUK06
dn00469,Two houses built on rock and on sand are hit by a storm.,rain; winds; flood; firm foundation,LUK06
dn00470,A sower sows seed.,parable; soil; farmer,MAT13
dn00471,Lost sheep parable: the shepherd and his sheep,lamb; wander,MAT18
